id,product,amount,region
1890,Doohickey,2202.29,South
1891,Widget,361.0,South
1892,Gadget,4962.43,South
1893,Gadget,1696.29,South
1894,Widget,1131.77,North
1895,Gadget,776.4,East
1896,Gadget,1287.37,South
1897,Thingmajig,3318.01,East
1898,Doohickey,3502.57,South
1899,Thingmajig,2046.05,West
1900,Widget,841.14,East
1901,Thingmajig,3836.57,North
1902,Thingmajig,1806.24,West
1903,Thingmajig,3639.31,East
1904,Gadget,4611.16,West
1905,Widget,3727.48,South
1906,Widget,860.39,East
1907,Gadget,3704.1,East
1908,Gadget,138.82,South
1909,Widget,2034.53,South
1910,Widget,4295.62,South
1911,Thingmajig,1405.21,West
1912,Doohickey,3580.38,East
1913,Thingmajig,4387.14,West
1914,Doohickey,4502.68,South
1915,Doohickey,1300.39,East
1916,Doohickey,2240.65,West
1917,Thingmajig,3271.71,West
1918,Doohickey,2342.09,West
1919,Thingmajig,4337.31,East
1920,Thingmajig,1443.37,West
1921,Doohickey,1980.79,West
1922,Widget,4789.49,East
1923,Doohickey,1847.12,West
1924,Gadget,141.28,West
1925,Doohickey,4287.67,South
1926,Doohickey,2643.0,West
1927,Gadget,3894.06,East
1928,Thingmajig,852.92,North
1929,Widget,2909.31,West
1930,Widget,4138.59,North
1931,Thingmajig,1199.53,South
1932,Gadget,2776.73,East
1933,Widget,2460.83,North
1934,Doohickey,4654.22,North
1935,Gadget,3167.09,West
1936,Widget,1659.94,East
1937,Gadget,2808.24,East
1938,Widget,4504.46,South
1939,Thingmajig,4626.06,South
1940,Gadget,3651.61,South
1941,Gadget,4047.08,North
1942,Doohickey,4454.15,West
1943,Doohickey,1555.51,South
1944,Gadget,2707.23,East
1945,Widget,1774.54,South
1946,Thingmajig,3290.0,North
1947,Gadget,3272.66,South
1948,Thingmajig,3159.75,East
1949,Gadget,355.22,West
1950,Widget,2266.24,West
1951,Doohickey,2656.62,West
1952,Widget,4546.05,East
1953,Widget,4288.12,West
1954,Gadget,4815.96,North
1955,Doohickey,2934.64,West
1956,Gadget,972.63,East
1957,Thingmajig,4647.31,South
1958,Doohickey,2524.46,North
1959,Gadget,4676.49,East
1960,Doohickey,2864.75,North
1961,Gadget,3557.6,West
1962,Doohickey,226.0,North
1963,Gadget,2961.6,West
1964,Thingmajig,2077.78,West
1965,Doohickey,814.54,South
1966,Thingmajig,1639.09,East
1967,Widget,4699.36,South
1968,Gadget,3478.39,South
1969,Gadget,4248.24,West
1970,Thingmajig,1916.98,South
1971,Thingmajig,4131.88,North
1972,Gadget,3931.78,East
1973,Gadget,3433.02,South
1974,Widget,165.04,North
1975,Gadget,2669.82,East
1976,Widget,1549.06,West
1977,Doohickey,3091.16,West
1978,Doohickey,966.63,West
1979,Doohickey,1529.93,East
1980,Doohickey,1311.12,West
1981,Gadget,577.85,North
1982,Widget,4706.59,West
1983,Doohickey,1716.03,East
1984,Widget,3872.33,South
1985,Widget,639.49,South
1986,Doohickey,2489.95,West
1987,Doohickey,4967.34,North
1988,Thingmajig,4614.86,North
1989,Thingmajig,1120.55,North
1990,Thingmajig,1522.42,West
1991,Gadget,3610.56,North
1992,Doohickey,1579.54,West
1993,Widget,191.5,East
1994,Widget,1697.33,West
1995,Doohickey,3617.31,North
1996,Doohickey,2704.64,East
1997,Widget,1405.49,East
1998,Gadget,815.4,West
1999,Doohickey,1207.73,East
2000,Gadget,2276.88,North
2001,Thingmajig,3536.32,West
2002,Widget,3948.71,East
2003,Widget,2561.39,North
2004,Gadget,450.4,East
2005,Doohickey,3975.83,North
2006,Widget,527.4,North
2007,Widget,1794.9,South
2008,Doohickey,154.7,East
2009,Doohickey,1869.15,North
2010,Gadget,1182.99,South
2011,Thingmajig,2014.69,North
2012,Gadget,1366.78,East
2013,Thingmajig,2741.05,South
2014,Gadget,715.34,South
2015,Gadget,2593.23,East
2016,Widget,2577.19,North
2017,Thingmajig,2537.75,West
2018,Doohickey,4052.39,East
2019,Gadget,2548.65,West
2020,Doohickey,4092.39,East
2021,Doohickey,815.76,North
2022,Thingmajig,3093.02,North
2023,Widget,3987.71,East
2024,Gadget,3946.25,North
2025,Doohickey,1435.46,North
2026,Widget,4102.28,South
2027,Widget,4870.6,North
2028,Widget,4321.83,West
2029,Doohickey,4380.3,East
2030,Thingmajig,370.5,South
2031,Gadget,502.78,North
2032,Widget,1415.14,North
2033,Gadget,1691.62,East
2034,Doohickey,3849.37,South
2035,Thingmajig,1706.65,South
2036,Widget,1779.42,West
2037,Gadget,3407.82,West
2038,Widget,3328.55,East
2039,Widget,1478.31,East
2040,Thingmajig,3977.89,South
2041,Doohickey,4170.04,South
2042,Doohickey,3327.72,West
2043,Doohickey,1418.08,East
2044,Doohickey,4198.05,South
2045,Widget,766.63,North
2046,Thingmajig,3960.81,North
2047,Gadget,599.45,East
2048,Thingmajig,4338.85,South
2049,Thingmajig,178.15,East
2050,Doohickey,3817.57,North
2051,Widget,2021.63,South
2052,Widget,844.04,South
2053,Gadget,4928.33,South
2054,Widget,3851.55,North
2055,Doohickey,2893.51,West
2056,Widget,502.29,East
2057,Doohickey,947.85,South
2058,Thingmajig,4549.43,North
2059,Gadget,3098.44,South
2060,Widget,2741.15,East
2061,Doohickey,2031.51,West
2062,Gadget,1141.26,West
2063,Widget,4698.69,South
2064,Thingmajig,3047.59,West
2065,Thingmajig,4562.75,East
2066,Gadget,2710.32,North
2067,Thingmajig,4658.96,East
2068,Thingmajig,81.99,West
2069,Gadget,113.51,West
2070,Thingmajig,4246.25,South
2071,Widget,2393.78,South
2072,Thingmajig,1357.24,West
2073,Doohickey,776.43,North
2074,Thingmajig,3953.34,West
2075,Doohickey,1291.98,West
2076,Thingmajig,4611.04,West
2077,Doohickey,970.7,South
2078,Widget,4688.35,South
2079,Gadget,1835.06,South
2080,Gadget,4939.83,South
2081,Gadget,167.95,West
2082,Widget,1359.33,East
2083,Thingmajig,3516.77,South
2084,Gadget,2917.94,North
2085,Widget,2223.76,West
2086,Gadget,471.15,West
2087,Doohickey,3674.8,South
2088,Gadget,4025.97,South
2089,Doohickey,1025.65,North
2090,Doohickey,1979.32,South
2091,Doohickey,1284.19,South
2092,Gadget,2120.69,West
2093,Widget,2436.44,West
2094,Widget,3066.06,East
2095,Doohickey,2540.86,North
2096,Doohickey,452.35,North
2097,Gadget,4053.51,East
2098,Gadget,4411.22,West
2099,Widget,3397.63,West
2100,Gadget,4315.64,South
2101,Widget,2935.63,West
2102,Doohickey,4632.86,North
2103,Gadget,4016.54,South
2104,Doohickey,2576.19,North
2105,Doohickey,2859.34,North
2106,Widget,3795.77,West
2107,Widget,2195.96,North
2108,Thingmajig,1565.46,West
2109,Doohickey,3449.08,West
2110,Doohickey,3769.86,South
2111,Widget,3297.95,West
2112,Thingmajig,1624.26,South
2113,Gadget,712.28,South
2114,Gadget,3271.52,East
2115,Widget,4435.06,East
2116,Thingmajig,2138.72,South
2117,Widget,611.52,East
2118,Doohickey,2778.64,North
2119,Doohickey,1333.86,East
2120,Doohickey,1002.68,East
2121,Gadget,4509.2,East
2122,Widget,1697.68,East
2123,Widget,4540.96,South
2124,Gadget,1487.08,East
2125,Gadget,636.34,South
2126,Widget,1557.27,West
2127,Doohickey,231.34,North
2128,Widget,436.54,North
2129,Thingmajig,989.08,South
2130,Doohickey,717.51,West
2131,Thingmajig,4294.36,East
2132,Doohickey,4238.97,East
2133,Widget,1022.15,West
2134,Thingmajig,1229.69,West
2135,Thingmajig,4993.36,West
2136,Gadget,3243.73,East
2137,Gadget,3246.15,North
2138,Widget,2454.25,East
2139,Gadget,1571.66,East
2140,Gadget,2094.81,North
2141,Gadget,2060.86,North
2142,Thingmajig,2217.66,North
2143,Widget,63.52,North
2144,Widget,4205.54,South
2145,Widget,561.8,South
2146,Thingmajig,1399.26,West
2147,Widget,2551.6,West
2148,Doohickey,3060.42,North
2149,Thingmajig,310.99,North
2150,Doohickey,3581.79,West
2151,Widget,1929.02,South
2152,Doohickey,3384.55,South
2153,Doohickey,2034.82,West
2154,Gadget,1182.61,West
2155,Thingmajig,1233.61,South
2156,Doohickey,2336.65,South
2157,Widget,2334.01,East
2158,Doohickey,200.46,East
2159,Widget,4549.87,South
2160,Doohickey,1140.83,East
2161,Doohickey,1040.06,North
2162,Doohickey,223.18,West
2163,Thingmajig,4766.59,South
2164,Widget,2972.72,East
2165,Thingmajig,4539.85,North
2166,Doohickey,1512.69,North
2167,Thingmajig,1206.45,East
2168,Thingmajig,506.63,South
2169,Thingmajig,1164.9,East
2170,Gadget,4163.58,South
2171,Thingmajig,4489.89,West
2172,Widget,1837.05,North
2173,Gadget,766.05,South
2174,Doohickey,2956.24,West
2175,Gadget,2058.96,South
2176,Widget,3076.15,South
2177,Doohickey,2231.88,West
2178,Thingmajig,4922.05,East
2179,Doohickey,898.95,South
2180,Thingmajig,1882.64,West
2181,Doohickey,2969.24,East
2182,Widget,4238.45,North
2183,Widget,2480.14,North
2184,Gadget,110.85,South
2185,Thingmajig,2748.14,West
2186,Thingmajig,3234.87,West
2187,Widget,4954.22,West
2188,Doohickey,1561.68,North
2189,Gadget,1687.23,West
2190,Thingmajig,4186.89,East
2191,Thingmajig,3394.21,North
2192,Gadget,2284.19,East
2193,Thingmajig,4175.33,South
2194,Widget,3977.97,West
2195,Doohickey,2068.91,West
2196,Gadget,1249.93,East
2197,Widget,1154.28,South
2198,Doohickey,127.5,West
2199,Widget,1944.26,North
2200,Thingmajig,1823.93,South
2201,Thingmajig,735.58,West
2202,Widget,62.82,East
2203,Doohickey,4469.33,South
2204,Thingmajig,2866.21,East
2205,Thingmajig,4549.36,South
2206,Gadget,3634.93,South
2207,Gadget,1590.92,South
2208,Doohickey,3267.7,North
2209,Widget,3391.95,West
2210,Gadget,114.36,South
2211,Doohickey,828.5,South
2212,Doohickey,4094.15,West
2213,Thingmajig,1772.54,East
2214,Doohickey,1013.79,West
2215,Gadget,615.47,West
2216,Widget,1905.33,West
2217,Doohickey,1378.1,West
2218,Widget,1186.34,West
2219,Thingmajig,196.16,South
2220,Gadget,3056.16,South
2221,Thingmajig,4055.08,West
2222,Thingmajig,2102.59,East
2223,Doohickey,1270.39,East
2224,Thingmajig,1547.26,West
2225,Doohickey,2932.8,West
2226,Widget,1267.34,West
2227,Thingmajig,1932.68,South
2228,Widget,2410.56,East
2229,Widget,2511.09,South
2230,Doohickey,439.14,East
2231,Gadget,510.11,West
2232,Widget,470.55,East
2233,Gadget,226.7,North
2234,Widget,2000.94,South
2235,Thingmajig,1103.9,West
2236,Doohickey,1834.11,West
2237,Gadget,2173.21,North
2238,Gadget,4565.8,East
2239,Thingmajig,1381.18,East
2240,Gadget,4384.49,North
2241,Gadget,3292.45,East
2242,Gadget,4162.12,South
2243,Doohickey,237.02,North
2244,Thingmajig,1190.65,South
2245,Doohickey,1595.7,East
2246,Doohickey,2690.37,West
2247,Doohickey,4432.19,East
2248,Doohickey,82.55,East
2249,Thingmajig,2087.93,East
2250,Widget,1472.76,East
2251,Widget,3611.25,East
2252,Widget,1813.2,West
2253,Doohickey,2171.49,North
2254,Doohickey,839.26,East
2255,Gadget,2152.65,South
2256,Widget,3668.6,North
2257,Thingmajig,261.17,East
2258,Widget,3962.17,North
2259,Thingmajig,2708.06,East
2260,Doohickey,747.48,North
2261,Gadget,2977.39,South
2262,Widget,2359.76,South
2263,Doohickey,4638.99,North
2264,Thingmajig,756.52,West
2265,Gadget,3734.33,South
2266,Doohickey,2945.84,North
2267,Doohickey,4604.7,West
2268,Widget,3042.22,South
2269,Thingmajig,862.19,South
2270,Widget,1612.42,North
2271,Widget,1954.24,East
2272,Widget,4332.0,South
2273,Doohickey,1302.0,North
2274,Widget,4740.34,West
2275,Widget,1103.51,North
2276,Thingmajig,3956.06,North
2277,Thingmajig,4821.1,East
2278,Widget,1773.33,West
2279,Widget,1038.26,South
2280,Thingmajig,818.76,South
2281,Gadget,78.92,South
2282,Gadget,389.13,East
2283,Widget,3904.37,West
2284,Gadget,2710.01,West
2285,Widget,3414.28,South
2286,Widget,3074.55,South
2287,Thingmajig,4161.09,West
2288,Gadget,4866.94,North
2289,Widget,1492.13,North
2290,Doohickey,139.6,South
2291,Widget,3112.91,North
2292,Widget,3849.5,East
2293,Gadget,902.86,West
2294,Doohickey,4341.41,North
2295,Doohickey,2358.25,West
2296,Widget,835.9,North
2297,Thingmajig,508.07,East
2298,Widget,3098.19,North
2299,Doohickey,1482.86,South
2300,Gadget,4613.31,West
2301,Doohickey,4762.23,East
2302,Gadget,91.5,East
2303,Doohickey,4084.36,West
2304,Gadget,4759.9,West
2305,Gadget,2102.57,East
2306,Gadget,2886.65,South
2307,Doohickey,2315.05,East
2308,Widget,3710.34,North
2309,Doohickey,4840.42,North
2310,Doohickey,843.29,West
2311,Widget,3120.08,East
2312,Thingmajig,4478.06,North
2313,Doohickey,4734.71,West
2314,Gadget,3942.29,West
2315,Thingmajig,2651.61,North
2316,Gadget,4551.05,South
2317,Doohickey,642.95,West
2318,Doohickey,1407.62,South
2319,Widget,2690.37,North
2320,Gadget,4282.51,South
2321,Doohickey,4496.64,North
2322,Thingmajig,3920.26,West
2323,Widget,1568.57,North
2324,Gadget,4123.38,East
2325,Doohickey,2855.26,West
2326,Widget,1354.6,North
2327,Thingmajig,4740.11,South
2328,Thingmajig,522.31,North
2329,Doohickey,2841.76,North
2330,Gadget,3372.12,West
2331,Doohickey,2189.65,South
2332,Gadget,3409.88,West
2333,Gadget,1959.48,East
2334,Doohickey,4066.83,East
2335,Thingmajig,4335.84,South
2336,Doohickey,4152.23,North
2337,Gadget,521.12,South
2338,Gadget,4294.47,South
2339,Doohickey,4840.98,South
2340,Gadget,861.8,West
2341,Thingmajig,4583.42,West
2342,Thingmajig,4341.18,West
2343,Doohickey,2118.61,East
2344,Thingmajig,1551.83,West
2345,Gadget,1145.32,West
2346,Gadget,4393.55,South
2347,Doohickey,3056.94,North
2348,Thingmajig,4347.73,West
2349,Thingmajig,2953.27,East
2350,Doohickey,1064.69,South
2351,Thingmajig,4999.69,South
2352,Gadget,1230.1,North
2353,Widget,4148.39,East
2354,Widget,2166.6,East
2355,Thingmajig,531.02,North
2356,Gadget,539.45,South
2357,Doohickey,2662.99,East
2358,Doohickey,104.95,East
2359,Doohickey,1730.38,North
2360,Doohickey,1392.62,East
2361,Doohickey,3613.6,South
2362,Thingmajig,2166.66,North
2363,Thingmajig,2909.34,West
2364,Doohickey,2693.18,East
2365,Widget,1697.71,South
2366,Thingmajig,4548.23,West
2367,Thingmajig,4444.41,East
2368,Doohickey,490.65,South
2369,Gadget,4295.68,West
2370,Gadget,1924.34,West
2371,Gadget,154.27,North
2372,Widget,2749.41,West
2373,Thingmajig,3944.48,West
2374,Widget,3135.59,South
2375,Doohickey,592.35,North
2376,Doohickey,620.9,East
2377,Gadget,1877.81,West
2378,Widget,648.45,East
2379,Gadget,1645.54,West
2380,Gadget,3961.7,North
2381,Thingmajig,1808.15,North
2382,Thingmajig,4374.3,North
2383,Thingmajig,2971.38,North
2384,Gadget,3633.48,West
2385,Widget,578.9,North
2386,Widget,3727.18,East
2387,Gadget,4668.62,North
2388,Doohickey,4298.67,West
2389,Widget,3202.34,West
2390,Thingmajig,1243.66,West
2391,Thingmajig,4262.21,East
2392,Widget,1715.39,North
2393,Thingmajig,4771.93,East
2394,Doohickey,3286.04,East
2395,Widget,3452.96,West
2396,Gadget,1352.75,West
2397,Thingmajig,3648.05,East
2398,Gadget,359.13,West
2399,Doohickey,4535.34,North
2400,Gadget,2023.32,South
2401,Widget,2223.35,North
2402,Gadget,4781.03,East
2403,Widget,313.73,East
2404,Widget,3864.8,North
2405,Gadget,4887.04,South
2406,Widget,1091.06,West
2407,Thingmajig,1042.02,South
2408,Widget,2765.69,West
2409,Widget,3600.07,West
2410,Thingmajig,1198.93,West
2411,Doohickey,655.26,North
2412,Doohickey,1016.04,North
2413,Widget,1007.06,South
2414,Thingmajig,3797.46,South
2415,Gadget,2369.02,North
2416,Doohickey,3100.79,North
2417,Widget,4780.87,East
2418,Thingmajig,4452.84,West
2419,Gadget,2424.12,North
2420,Thingmajig,537.79,East
2421,Thingmajig,3968.88,East
2422,Gadget,4138.57,South
2423,Thingmajig,167.43,East
2424,Widget,3338.41,East
2425,Doohickey,3768.16,West
2426,Doohickey,2719.41,East
2427,Doohickey,2466.54,East
2428,Gadget,2278.77,East
2429,Thingmajig,1270.47,West
2430,Thingmajig,888.49,South
2431,Gadget,3603.81,West
2432,Thingmajig,2999.29,East
2433,Thingmajig,391.17,North
2434,Thingmajig,3493.6,South
2435,Gadget,2264.51,North
2436,Widget,3042.61,West
2437,Widget,176.59,East
2438,Thingmajig,4552.14,South
2439,Thingmajig,2985.1,North
2440,Widget,3145.54,North
2441,Gadget,1127.86,South
2442,Gadget,4377.8,East
2443,Widget,1282.25,South
2444,Gadget,3368.63,East
2445,Gadget,3105.07,South
2446,Thingmajig,1987.93,West
2447,Gadget,4990.82,West
2448,Thingmajig,2464.17,East
2449,Doohickey,4630.62,West
2450,Thingmajig,2109.79,East
2451,Gadget,3162.6,North
2452,Gadget,76.9,West
2453,Thingmajig,3910.74,South
2454,Widget,4052.92,North
2455,Widget,2790.06,East
2456,Thingmajig,1039.64,East
2457,Thingmajig,3868.02,West
2458,Doohickey,4560.96,West
2459,Gadget,1001.16,East
2460,Doohickey,3361.56,North
2461,Doohickey,4243.84,East
2462,Doohickey,1557.27,East
2463,Gadget,1455.25,West
2464,Thingmajig,3906.05,West
2465,Thingmajig,95.79,West
2466,Doohickey,1524.11,West
2467,Widget,1172.78,West
2468,Gadget,3665.85,East
2469,Widget,2432.16,East
2470,Doohickey,4664.06,West
2471,Gadget,745.07,West
2472,Widget,3631.42,West
2473,Gadget,3226.87,North
2474,Widget,2440.08,West
2475,Thingmajig,3814.65,North
2476,Widget,2267.61,North
2477,Widget,4779.07,East
2478,Gadget,657.21,North
2479,Doohickey,1654.28,North
2480,Widget,4309.45,West
2481,Gadget,432.91,West
2482,Thingmajig,977.06,South
2483,Widget,1031.91,South
2484,Gadget,825.86,West
2485,Doohickey,2749.87,East
2486,Widget,553.01,North
2487,Widget,3185.39,North
2488,Gadget,129.66,South
2489,Gadget,637.68,East
2490,Gadget,673.89,North
2491,Thingmajig,1445.23,West
2492,Widget,2309.45,North
2493,Gadget,4215.48,South
2494,Gadget,810.26,East
2495,Gadget,412.43,South
2496,Doohickey,2331.36,West
2497,Widget,3682.85,North
2498,Thingmajig,4106.05,East
2499,Widget,2600.66,West
2500,Gadget,2644.28,South
2501,Gadget,2086.65,East
2502,Doohickey,665.21,North
2503,Doohickey,692.74,West
2504,Widget,1154.37,North
2505,Gadget,3720.17,East
2506,Doohickey,3776.02,West
2507,Thingmajig,3877.88,North
2508,Doohickey,1038.34,North
2509,Widget,4463.19,West
2510,Doohickey,4950.18,West
2511,Thingmajig,601.39,East
2512,Thingmajig,3791.23,West
2513,Thingmajig,639.54,North
2514,Thingmajig,1746.71,North
2515,Thingmajig,51.6,North
2516,Gadget,3371.11,East
2517,Thingmajig,3253.11,North
2518,Thingmajig,426.07,East
2519,Doohickey,4391.09,East
2520,Widget,4682.55,East
2521,Widget,2423.34,West
2522,Doohickey,1636.86,South
2523,Thingmajig,4934.71,North
2524,Thingmajig,3160.29,West
2525,Widget,2160.23,West
2526,Widget,3920.79,South
2527,Gadget,2003.54,West
2528,Doohickey,4155.6,West
2529,Gadget,3157.19,South
2530,Widget,2122.31,North
2531,Gadget,3687.86,East
2532,Widget,3906.97,South
2533,Gadget,530.19,East
2534,Gadget,3041.96,South
2535,Thingmajig,2404.29,North
2536,Doohickey,3288.9,West
2537,Gadget,2859.83,East
2538,Gadget,2739.32,North
2539,Thingmajig,1479.37,South
2540,Gadget,3234.64,East
2541,Gadget,1329.11,South
2542,Widget,3354.03,South
2543,Gadget,2898.43,North
2544,Doohickey,1980.1,East
2545,Doohickey,2846.53,North
2546,Doohickey,1984.95,West
2547,Thingmajig,2458.95,East
2548,Thingmajig,391.87,West
2549,Thingmajig,4336.61,North
2550,Doohickey,2931.49,North
2551,Doohickey,4612.36,West
2552,Gadget,1923.42,North
2553,Thingmajig,4312.01,South
2554,Doohickey,1331.14,South
2555,Gadget,2071.57,North
2556,Doohickey,3313.07,North
2557,Widget,3157.58,West
2558,Doohickey,422.51,East
2559,Widget,4167.23,East
2560,Doohickey,559.59,West
2561,Thingmajig,1437.68,North
2562,Gadget,1434.1,South
2563,Doohickey,1492.54,North
2564,Doohickey,1521.68,East
2565,Doohickey,2478.62,North
2566,Widget,166.58,North
2567,Thingmajig,3241.0,West
2568,Doohickey,3739.76,East
2569,Doohickey,58.46,East
2570,Widget,2550.43,North
2571,Thingmajig,4005.28,West
2572,Thingmajig,2359.53,North
2573,Doohickey,1634.46,South
2574,Gadget,2021.58,East
2575,Gadget,69.92,West
2576,Gadget,630.67,South
2577,Doohickey,851.37,South
2578,Thingmajig,2646.36,West
2579,Widget,3776.72,West
2580,Widget,2253.62,East
2581,Doohickey,2977.79,East
2582,Gadget,2226.32,East
2583,Doohickey,3235.47,West
2584,Gadget,124.95,East
2585,Thingmajig,669.66,South
2586,Widget,3899.11,North
2587,Doohickey,2223.51,South
2588,Gadget,1704.09,East
2589,Gadget,4009.89,South
2590,Gadget,1776.71,West
2591,Thingmajig,1485.26,North
2592,Gadget,4735.51,West
2593,Gadget,4233.72,South
2594,Thingmajig,4632.17,West
2595,Gadget,1476.14,East
2596,Widget,4211.85,South
2597,Gadget,4234.96,East
2598,Doohickey,910.88,West
2599,Gadget,3136.18,East
2600,Doohickey,4768.73,South
2601,Gadget,4018.92,East
2602,Doohickey,284.86,West
2603,Gadget,205.37,North
2604,Doohickey,2081.56,West
2605,Gadget,4637.58,East
2606,Doohickey,2047.2,West
2607,Gadget,3550.31,North
2608,Gadget,1030.59,North
2609,Doohickey,875.71,East
2610,Thingmajig,3266.22,North
2611,Gadget,2488.3,West
2612,Widget,1682.86,East
2613,Widget,4606.69,North
2614,Widget,1959.66,North
2615,Gadget,2967.75,East
2616,Thingmajig,2354.32,East
2617,Gadget,552.95,West
2618,Widget,3339.46,East
2619,Widget,2284.31,West
2620,Doohickey,4033.71,West
2621,Widget,4462.81,East
2622,Thingmajig,4622.19,West
2623,Doohickey,1771.98,South
2624,Thingmajig,1623.27,North
2625,Thingmajig,3252.69,North
2626,Doohickey,3875.75,North
2627,Thingmajig,3119.26,West
2628,Thingmajig,2991.46,South
2629,Doohickey,3248.53,West
2630,Widget,4023.93,East
2631,Doohickey,4651.22,East
2632,Doohickey,4165.49,North
2633,Doohickey,2985.3,North
2634,Gadget,1436.59,North
2635,Gadget,2882.18,South
2636,Widget,4982.22,East
2637,Gadget,1236.91,North
2638,Doohickey,3444.11,South
2639,Thingmajig,3853.27,East
2640,Gadget,4180.19,South
2641,Widget,1216.23,North
2642,Widget,4781.97,North
2643,Widget,1738.74,North
2644,Gadget,3740.72,West
2645,Widget,4398.22,North
2646,Gadget,3178.34,South
2647,Thingmajig,1815.56,South
2648,Thingmajig,1638.09,West
2649,Doohickey,4369.38,East
2650,Widget,934.14,South
2651,Doohickey,889.85,East
2652,Gadget,1075.06,West
2653,Widget,2159.81,East
2654,Doohickey,2826.41,East
2655,Thingmajig,4673.38,South
2656,Widget,180.35,North
2657,Widget,3943.42,North
2658,Thingmajig,1703.38,North
2659,Widget,3025.93,South
2660,Widget,3002.91,North
2661,Gadget,3928.87,North
2662,Thingmajig,4545.02,South
2663,Doohickey,1731.05,West
2664,Gadget,3529.33,South
2665,Widget,1312.54,West
2666,Thingmajig,4485.75,East
2667,Thingmajig,1367.23,West
2668,Thingmajig,1198.94,East
2669,Doohickey,1817.44,West
2670,Doohickey,3175.87,North
2671,Gadget,1338.38,South
2672,Gadget,2828.54,South
2673,Thingmajig,3457.36,North
2674,Widget,2343.26,West
2675,Widget,2468.89,West
2676,Widget,1976.87,West
2677,Doohickey,4088.54,East
2678,Doohickey,2449.4,East
2679,Gadget,104.84,South
2680,Gadget,4611.62,South
2681,Widget,3944.03,North
2682,Widget,4605.86,North
2683,Widget,2134.35,North
2684,Gadget,1878.24,East
2685,Widget,4071.25,North
2686,Thingmajig,693.69,West
2687,Gadget,4165.64,East
2688,Doohickey,2548.91,East
2689,Gadget,2250.32,North
2690,Gadget,2825.06,North
2691,Gadget,2575.28,East
2692,Widget,4213.32,North
2693,Gadget,4797.3,North
2694,Thingmajig,4121.64,South
2695,Widget,1977.02,East
2696,Doohickey,1241.24,East
2697,Gadget,4899.57,East
2698,Thingmajig,2672.51,East
2699,Thingmajig,2390.61,North
2700,Thingmajig,1610.08,South
2701,Widget,116.72,South
2702,Gadget,562.74,East
2703,Gadget,1466.51,West
2704,Doohickey,4075.16,South
2705,Thingmajig,2875.3,North
2706,Thingmajig,755.59,South
2707,Doohickey,2090.62,North
2708,Doohickey,4187.86,North
2709,Gadget,1880.95,South
2710,Gadget,3934.8,West
2711,Gadget,2684.29,East
2712,Widget,1517.29,South
2713,Doohickey,596.21,North
2714,Gadget,4533.68,West
2715,Doohickey,3994.6,North
2716,Gadget,4921.82,North
2717,Doohickey,4223.66,North
2718,Widget,1943.77,South
2719,Doohickey,2582.36,West
2720,Widget,2428.68,East
2721,Widget,1710.47,North
2722,Doohickey,969.35,North
2723,Gadget,3487.19,West
2724,Thingmajig,3962.53,West
2725,Widget,2670.46,West
2726,Thingmajig,1458.67,East
2727,Thingmajig,619.08,West
2728,Gadget,3388.61,North
2729,Gadget,2726.25,West
2730,Widget,1969.46,North
2731,Gadget,4917.89,North
2732,Gadget,4551.85,West
2733,Gadget,2272.11,North
2734,Gadget,4926.95,South
2735,Gadget,2557.67,North
2736,Widget,4198.39,West
2737,Thingmajig,2223.42,North
2738,Doohickey,2772.77,South
2739,Gadget,926.85,East
2740,Gadget,685.91,South
2741,Doohickey,108.94,North
2742,Thingmajig,1803.99,North
2743,Doohickey,2545.3,West
2744,Widget,2317.68,West
2745,Gadget,243.01,West
2746,Doohickey,1943.06,North
2747,Widget,2904.1,East
2748,Thingmajig,271.54,North
2749,Thingmajig,4146.78,North
2750,Thingmajig,839.32,West
2751,Widget,3852.79,South
2752,Gadget,2664.55,South
2753,Thingmajig,526.66,South
2754,Widget,2397.03,West
2755,Gadget,2640.86,South
2756,Thingmajig,3819.65,East
2757,Widget,3061.27,West
2758,Widget,198.01,North
2759,Doohickey,1230.79,East
2760,Doohickey,57.1,West
2761,Widget,3145.25,West
2762,Widget,2989.53,West
2763,Widget,1737.26,West
2764,Widget,1515.65,West
2765,Widget,4783.97,South
2766,Widget,308.44,South
2767,Thingmajig,3051.68,North
2768,Gadget,3678.25,East
2769,Gadget,2607.7,West
2770,Gadget,3761.66,North
2771,Doohickey,4078.5,North
2772,Gadget,3562.77,East
2773,Gadget,1693.11,North
2774,Widget,2234.18,North
2775,Thingmajig,4991.46,South
2776,Doohickey,3416.53,South
2777,Gadget,4165.23,North
2778,Doohickey,4444.27,South
2779,Thingmajig,2033.85,West
2780,Gadget,587.81,East
2781,Widget,1924.13,East
2782,Widget,1423.15,North
2783,Gadget,299.4,North
2784,Widget,4607.56,East
2785,Doohickey,1873.14,South
2786,Thingmajig,1933.45,East
2787,Widget,1870.61,East
2788,Thingmajig,3380.82,East
2789,Widget,305.72,East
2790,Doohickey,2766.73,West
2791,Gadget,2189.84,South
2792,Gadget,902.59,West
2793,Doohickey,76.55,North
2794,Doohickey,4391.17,South
2795,Doohickey,2605.13,East
2796,Gadget,4919.55,East
2797,Doohickey,1603.97,West
2798,Doohickey,892.86,South
2799,Widget,75.89,North
2800,Thingmajig,3771.72,West
2801,Widget,4524.0,West
2802,Widget,2496.37,West
2803,Doohickey,3520.96,North
2804,Widget,2787.1,East
